,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.15151996,0.87465766,2.00000000,6316.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.52404816,2.00000000,3686.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.12936575,0.87796521,2.00000000,6344.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/FunctionInjector:inlineCostDelta(Lcom/google/javascript/rhino/Node;Ljava/util/Set;Lcom/google/javascript/jscomp/FunctionInjector$InliningMode;)I,0.13875962,0.02082682,1.00000000,142.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/NodeTraversal:traverseRoots([Lcom/google/javascript/rhino/Node;)V,0.09400740,0.24123416,1.00000000,1739.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/InlineCostEstimator$CompiledSizeEstimator:append(Ljava/lang/String;)V,0.19243559,0.01090711,2.00000000,69.00000000,2.00000000,7502.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.10341578,0.54107483,1.00000000,3897.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/AstValidator:validateNodeType(ILcom/google/javascript/rhino/Node;)V,0.24372188,0.51091636,1.00000000,3667.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.08336744,0.88419159,1.00000000,6385.00000000,2.00000000,7502.00000000
com/google/javascript/rhino/Node:newNumber(D)Lcom/google/javascript/rhino/Node;,0.07391492,0.41689697,1.00000000,3008.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.07352811,0.49253841,1.00000000,3556.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.07352811,0.50236501,1.00000000,3627.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.15013264,0.88820820,2.00000000,6411.00000000,2.00000000,7502.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.08379998,0.91712385,1.00000000,6625.00000000,2.00000000,7502.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.08653886,0.50847381,1.00000000,3667.00000000,2.00000000,7502.00000000
