,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.10333966,0.87419279,2.00000000,6206.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.15884111,0.24243449,2.00000000,1706.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:isNoSideEffectsCall()Z,0.11392274,0.11287081,2.00000000,800.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.13308457,0.50635482,2.00000000,3590.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/DefaultPassConfig:assertAllOneTimePasses(Ljava/util/List;)V,0.05167235,0.04861635,1.00000000,343.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.11655043,0.53759575,2.00000000,3808.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/JSDocInfo:setNoSideEffects(Z)V,0.05063647,0.07069306,1.00000000,500.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/MakeDeclaredNamesUnique$ContextualRenamer:incrementNameCount(Ljava/lang/String;)I,0.09041967,0.12034954,2.00000000,854.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.09912356,0.88375697,2.00000000,6274.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/NameAnalyzer$FindDependencyScopes:recordDepScope(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/NameAnalyzer$NameInformation;)V,0.10257226,0.04136718,2.00000000,294.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.04455841,0.50338281,1.00000000,3573.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.10205833,0.91417935,2.00000000,6492.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.09529558,0.46861712,2.00000000,3327.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.10039601,0.50567862,2.00000000,3586.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.09509840,0.94485385,2.00000000,6710.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrors()[Lcom/google/javascript/jscomp/JSError;,0.04572469,0.80977940,1.00000000,5751.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.09465972,0.50932617,2.00000000,3621.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.17715716,0.45006719,2.00000000,3187.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.09990809,0.87637328,2.00000000,6220.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/MakeDeclaredNamesUnique:<init>()V,0.10442136,0.23100204,2.00000000,1639.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/NameAnalyzer:access$000(Lcom/google/javascript/jscomp/NameAnalyzer;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.10256917,0.02209384,2.00000000,157.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/GlobalNamespace$Name:<init>(Ljava/lang/String;Lcom/google/javascript/jscomp/GlobalNamespace$Name;Z)V,0.04885408,0.08495669,1.00000000,602.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/PhaseOptimizer$LoopInternal:<init>(Lcom/google/javascript/jscomp/PhaseOptimizer;)V,0.04765419,0.05031031,1.00000000,355.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/NameAnalyzer:access$300(Lcom/google/javascript/jscomp/NameAnalyzer;Ljava/lang/String;Z)Lcom/google/javascript/jscomp/NameAnalyzer$JsName;,0.14391679,0.04298358,2.00000000,305.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:isScript()Z,0.19764258,0.88047719,2.00000000,6242.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.12754167,0.87754896,2.00000000,6226.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/MakeDeclaredNamesUnique$ContextualRenamer:getReplacementName(Ljava/lang/String;)Ljava/lang/String;,0.08929208,0.23083392,2.00000000,1639.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.98349095,0.95622995,2.00000000,6679.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/NameAnalyzer$FindDeclarationsAndSetters:<init>(Lcom/google/javascript/jscomp/NameAnalyzer;Lcom/google/javascript/jscomp/NameAnalyzer$1;)V,0.10114867,0.04292710,2.00000000,305.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.08907781,0.91384499,2.00000000,6492.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/DefaultPassConfig$26:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.07016588,0.05300705,1.00000000,374.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.08919350,0.88729067,2.00000000,6302.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/GlobalNamespace$BuildGlobalNamespace:handleGet(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Ljava/lang/String;)V,0.16435915,0.04685418,1.00000000,327.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.10339622,0.91417971,2.00000000,6492.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.10301565,0.80700413,2.00000000,5730.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.08985900,0.87353127,2.00000000,6206.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V,0.10382526,0.88922683,2.00000000,6314.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/Normalize$VerifyConstants:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.16165218,0.18636268,1.00000000,1317.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/DefaultPassConfig$96:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.34544479,0.04911223,1.00000000,329.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.10276523,0.91417971,2.00000000,6492.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/DefaultPassConfig$3:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.07016588,0.05300705,1.00000000,374.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/SimpleDefinitionFinder:getSimplifiedName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String;,0.14312897,0.15246519,1.00000000,1074.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V,0.15135354,0.47200265,1.00000000,3343.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/jstype/NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.10276523,0.91417971,2.00000000,6492.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:setStaticSourceFile(Lcom/google/javascript/rhino/jstype/StaticSourceFile;)V,0.10856698,0.94731872,2.00000000,6724.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1800(Lcom/google/javascript/jscomp/parsing/IRFactory;)Lcom/google/javascript/jscomp/parsing/Config;,0.09764760,0.64735772,2.00000000,4598.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/Compiler:compile([Lcom/google/javascript/jscomp/JSSourceFile;[Lcom/google/javascript/jscomp/JSModule;Lcom/google/javascript/jscomp/CompilerOptions;)Lcom/google/javascript/jscomp/Result;,0.04669998,0.02007818,1.00000000,142.00000000,2.00000000,7375.00000000
com/google/javascript/jscomp/Compiler:startPass(Ljava/lang/String;)V,0.05231451,0.03264676,1.00000000,229.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/Node:isWhile()Z,0.14921161,0.04452871,2.00000000,314.00000000,2.00000000,7375.00000000
com/google/javascript/rhino/JSDocInfoBuilder:isPopulated()Z,0.08975280,0.50139053,2.00000000,3566.00000000,2.00000000,7375.00000000
