,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.35614096,0.87146217,16.00000000,6044.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,0.61739677,0.51606128,16.00000000,3498.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/Scope:getVar(Ljava/lang/String;)Lcom/google/javascript/jscomp/Scope$Var;,0.36824658,0.65699312,16.00000000,4544.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.33904847,0.87465445,16.00000000,6069.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/DefaultPassConfig$30:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.36803664,0.02976323,16.00000000,202.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CodingConventions$DefaultCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConventions$1;)V,0.34518049,0.88715613,16.00000000,6153.00000000,16.00000000,7204.00000000
com/google/debugging/sourcemap/SourceMapGeneratorV3:access$100(Lcom/google/debugging/sourcemap/SourceMapGeneratorV3;)Ljava/util/List;,0.33932454,0.00045169,16.00000000,3.00000000,16.00000000,7204.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.02386240,0.49627727,1.00000000,3440.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/DefaultPassConfig:assertAllOneTimePasses(Ljava/util/List;)V,0.34594420,0.02552163,16.00000000,175.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/parsing/IRFactory:transformTree(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)Lcom/google/javascript/rhino/Node;,0.35956983,0.88947105,16.00000000,6167.00000000,16.00000000,7204.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.42527619,0.90106603,16.00000000,6200.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.33989229,0.48737293,16.00000000,3379.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CompilerInput:<init>(Lcom/google/javascript/jscomp/JSSourceFile;)V,0.34581056,0.86713090,16.00000000,6015.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.33989229,0.49702764,16.00000000,3446.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/DefaultPassConfig$81:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.36803664,0.02976323,16.00000000,202.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.36491391,0.88501521,16.00000000,6136.00000000,16.00000000,7204.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.34916994,0.91317239,16.00000000,6336.00000000,16.00000000,7204.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.34597552,0.94349348,16.00000000,6546.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/Tracer$ThreadTrace:isInitialized()Z,0.34593356,0.53107177,16.00000000,3679.00000000,16.00000000,7204.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.02196449,0.49972578,1.00000000,3472.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/DefaultPassConfig$75:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.36803664,0.02976323,16.00000000,202.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/DiagnosticGroups:getRegisteredGroups()Ljava/util/Map;,0.34083716,0.88426602,16.00000000,6136.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.05325151,0.46781901,2.00000000,3243.00000000,16.00000000,7204.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.35355816,0.88920388,16.00000000,6167.00000000,16.00000000,7204.00000000
