,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.12919092,0.87210347,3.00000000,6376.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.11902453,0.35723533,1.00000000,2608.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.06326955,0.51563935,1.00000000,3764.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.06522322,0.54013982,1.00000000,3940.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.12470843,0.88179383,3.00000000,6447.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.05075780,0.35670972,1.00000000,2614.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.05379927,0.91561882,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getName()Ljava/lang/String;,0.05319722,0.15772868,1.00000000,1153.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.15437884,0.47122600,3.00000000,3445.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.05799866,0.50781458,1.00000000,3708.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/Scope:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.04853026,0.35615830,1.00000000,2611.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.11923895,0.94193235,3.00000000,6889.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter:declareNameInScope(Lcom/google/javascript/jscomp/type/FlowScope;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V,0.13908464,0.06345676,1.00000000,454.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.04979660,0.51838657,1.00000000,3796.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.11962101,0.44980926,1.00000000,3279.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/ControlFlowAnalysis$1:<init>(Lcom/google/javascript/jscomp/ControlFlowAnalysis;)V,0.11226443,0.40716161,3.00000000,2983.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.12614625,0.87422057,3.00000000,6390.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/NodeTraversal$AbstractShallowStatementCallback:<init>()V,0.04678229,0.35787037,1.00000000,2623.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:isScript()Z,0.17913588,0.87867392,3.00000000,6412.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/InferJSDocInfo:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.31215351,0.33046583,1.00000000,2380.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.14193290,0.87534786,3.00000000,6396.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/JSType:isNumber()Z,0.07707020,0.01035084,1.00000000,63.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.09475514,0.91968735,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95924586,3.00000000,6872.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.04683223,0.91523002,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/CheckMissingReturn$2:apply(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphEdge;)Z,0.09024658,0.00169445,1.00000000,8.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/CodingConvention$AssertionFunctionSpec:<init>(Ljava/lang/String;)V,0.04958031,0.34584538,1.00000000,2534.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/DataFlowAnalysis$BranchedForwardDataFlowAnalysis:joinInputs(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V,0.07487704,0.35702980,1.00000000,2609.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processThrowStatement(Lcom/google/javascript/rhino/head/ast/ThrowStatement;)Lcom/google/javascript/rhino/Node;,0.04691261,0.00938439,1.00000000,64.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/JSDocInfo:getSuppressions()Ljava/util/Set;,0.05380690,0.07923277,1.00000000,579.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.11242911,0.88497064,3.00000000,6474.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.05450981,0.91561930,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/TypeCheck:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/type/ReverseAbstractInterpreter;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/jscomp/CheckLevel;Lcom/google/javascript/jscomp/CheckLevel;)V,0.04684018,0.18754874,1.00000000,1375.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.09768713,0.81075104,2.00000000,5928.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.11319536,0.87133864,3.00000000,6376.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V,0.11950865,0.88706398,3.00000000,6487.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/AstValidator:validateNumber(Lcom/google/javascript/rhino/Node;)V,0.06790053,0.25690911,1.00000000,1872.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/TypeInference:getNativeType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/JSType;,0.13304093,0.34085147,1.00000000,2488.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.05414846,0.91561929,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V,0.13831329,0.47235278,1.00000000,3444.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.05414846,0.91561929,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:setStaticSourceFile(Lcom/google/javascript/rhino/jstype/StaticSourceFile;)V,0.13096690,0.94421269,3.00000000,6902.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput;,0.04966232,0.86762511,1.00000000,6345.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/NodeUtil:getBestLValueName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String;,0.12942850,0.36279972,1.00000000,2647.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1200(Lcom/google/javascript/jscomp/parsing/IRFactory;ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.08693840,0.73779441,2.00000000,5395.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/FunctionType:isInterface()Z,0.13246330,0.91839719,1.00000000,6698.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/ControlFlowAnalysis:prioritizeFromEntryNode(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V,0.12259777,0.40733452,3.00000000,2983.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/LinkedFlowScope:createEntryLattice(Lcom/google/javascript/jscomp/Scope;)Lcom/google/javascript/jscomp/LinkedFlowScope;,0.05346694,0.36368929,1.00000000,2664.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/NodeUtil:isStatementBlock(Lcom/google/javascript/rhino/Node;)Z,0.06611461,0.72868360,1.00000000,5328.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/Compiler:addToDebugLog(Ljava/lang/String;)V,0.06661035,0.07853240,2.00000000,573.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/JsDocTokenStream:isJSDocString(I)Z,0.04995649,0.40387154,1.00000000,2957.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:hasReferenceName()Z,0.06680997,0.91714297,1.00000000,6698.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/PrepareAst$PrepareAnnotations:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.11874233,0.87006608,3.00000000,6364.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/JSType:isNoResolvedType()Z,0.06300370,0.91583288,1.00000000,6698.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/JSDocInfo:getReturnType()Lcom/google/javascript/rhino/JSTypeExpression;,0.05293230,0.31346185,1.00000000,2295.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createFunctionType(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/FunctionType;,0.06065563,0.91677232,1.00000000,6697.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:isQualifiedName()Z,0.26547885,0.42089885,1.00000000,3064.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/DataFlowAnalysis$BranchedForwardDataFlowAnalysis:isForward()Z,0.05059943,0.35608589,1.00000000,2609.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/jstype/UnionTypeBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.07621271,0.91627326,1.00000000,6698.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/Node:isParamList()Z,0.09150958,0.65107900,1.00000000,4762.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/AstValidator:validateBinaryOp(Lcom/google/javascript/rhino/Node;)V,0.13536938,0.12340157,1.00000000,890.00000000,3.00000000,7587.00000000
com/google/javascript/rhino/JSDocInfo:addMarker()Lcom/google/javascript/rhino/JSDocInfo$Marker;,0.04907633,0.50909584,1.00000000,3728.00000000,3.00000000,7587.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:getSourceName()Ljava/lang/String;,0.05400487,0.40052637,1.00000000,2932.00000000,3.00000000,7587.00000000
