,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.25838689,0.87113198,1.00000000,6021.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:isString()Z,0.31251500,0.72250006,1.00000000,4990.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodingConventions:getDefault()Lcom/google/javascript/jscomp/CodingConvention;,0.23344843,0.88703508,1.00000000,6131.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/AbstractMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;)V,0.21867827,0.88852174,1.00000000,6141.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SourceFile:setIsExtern(Z)V,0.21953813,0.86674787,1.00000000,5994.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.51463487,1.00000000,3476.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError;,0.21867509,0.80527104,1.00000000,5570.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/ClosureCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V,0.23268848,0.88669051,1.00000000,6129.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory:transformTree(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)Lcom/google/javascript/rhino/Node;,0.26912659,0.88920889,1.00000000,6144.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:getNext()Lcom/google/javascript/rhino/Node;,0.30608740,0.91900779,1.00000000,6300.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.24900314,0.88066369,1.00000000,6087.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SuppressDocWarningsGuard:getPriority()I,0.21862757,0.88412157,1.00000000,6114.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/AbstractCompiler:<init>()V,0.22354100,0.88606487,1.00000000,6127.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:getChildCount()I,0.26389497,0.86788367,1.00000000,5988.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CompilerInput:<init>(Lcom/google/javascript/jscomp/JSSourceFile;)V,0.23621382,0.86692818,1.00000000,5993.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:setInputId(Lcom/google/javascript/rhino/InputId;)V,0.23780515,0.92310814,1.00000000,6383.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processInfixExpression(Lcom/google/javascript/jscomp/mozilla/rhino/ast/InfixExpression;)Lcom/google/javascript/rhino/Node;,0.31843965,0.64421048,1.00000000,4442.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler:<init>(Ljava/io/PrintStream;)V,0.31427168,0.88837271,1.00000000,6127.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CompilerOptions:setLanguageIn(Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode;)V,0.20504660,0.79363564,1.00000000,5493.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SourceFile:getCode()Ljava/lang/String;,0.24225819,0.87241961,1.00000000,6031.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodingConventions$Proxy:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V,0.21873997,0.88664115,1.00000000,6129.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SyntacticScopeCreator$DefaultRedeclarationHandler:<init>(Lcom/google/javascript/jscomp/SyntacticScopeCreator;)V,0.21867815,0.87379826,1.00000000,6044.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodePrinter:access$100(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodePrinter$Format;ZILcom/google/javascript/jscomp/SourceMap;Lcom/google/javascript/jscomp/SourceMap$DetailLevel;Ljava/nio/charset/Charset;Z)Ljava/lang/String;,0.23511150,0.50324560,1.00000000,3476.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler:initCompilerOptionsIfTesting()V,0.25019552,0.57731854,1.00000000,3988.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/Config:buildAnnotationNames(Ljava/util/Set;)Ljava/util/Map;,0.21873063,0.94641501,1.00000000,6547.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.23629242,0.94341273,1.00000000,6523.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/RhinoErrorReporter$NewRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V,0.23273571,0.88639393,1.00000000,6127.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/WarningsGuard:disables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z,0.25328067,0.40142651,1.00000000,2777.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.28055361,0.10654654,1.00000000,727.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory:newNode(I)Lcom/google/javascript/rhino/Node;,0.25194921,0.88893304,1.00000000,6144.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:getProp(I)Ljava/lang/Object;,0.29528617,0.95164331,1.00000000,6569.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.23344006,0.19451550,1.00000000,1342.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node$AbstractPropListItem:<init>(ILcom/google/javascript/rhino/Node$PropListItem;)V,0.23329850,0.98956496,1.00000000,6839.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.25066129,0.87337257,1.00000000,6035.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SourceFile$Preloaded:<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,0.25939232,0.88148366,1.00000000,6089.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CompilerOptions:shouldColorizeErrorOutput()Z,0.22041760,0.88382479,1.00000000,6112.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z,0.40928795,0.88601147,1.00000000,6114.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler$3:<init>(Lcom/google/javascript/jscomp/Compiler;Ljava/lang/String;Z)V,0.23642648,0.88639492,1.00000000,6127.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:removeProp(Lcom/google/javascript/rhino/Node$PropListItem;I)Lcom/google/javascript/rhino/Node$PropListItem;,0.29901825,0.99113927,1.00000000,6840.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:isDirective(Lcom/google/javascript/rhino/Node;)Z,0.31144628,0.88952803,1.00000000,6144.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/Compiler:getWarnings()[Lcom/google/javascript/jscomp/JSError;,0.21867509,0.75782632,1.00000000,5243.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodePrinter$CompactCodePrinter:maybeCutLine()V,0.22579284,0.44445075,1.00000000,3070.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:isScript()Z,0.32751445,0.87757559,1.00000000,6057.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.22179694,0.87455674,1.00000000,6041.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1300(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)V,0.27673603,0.82683618,1.00000000,5713.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodeConsumer:endFile()V,0.22223058,0.49695450,1.00000000,3434.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Lcom/google/javascript/rhino/InputId;Z)V,0.24625145,0.86755187,1.00000000,5995.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.36364365,0.95434649,1.00000000,6491.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/DiagnosticGroupWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z,0.29747346,0.88196516,1.00000000,6092.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/PassFactory:<init>(Ljava/lang/String;Z)V,0.21895995,0.88706298,1.00000000,6127.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:isObjectLit()Z,0.30870930,0.87076775,1.00000000,6012.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V,0.33992733,0.50345272,1.00000000,3476.00000000,1.00000000,7185.00000000
com/google/javascript/rhino/Node:<init>(I)V,0.26689522,1.00000000,1.00000000,6896.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/NodeUtil:precedence(I)I,0.28778579,0.46496551,1.00000000,3211.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;Ljava/nio/charset/Charset;)V,0.22223058,0.50306417,1.00000000,3476.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/LightweightMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;Lcom/google/javascript/jscomp/SourceExcerptProvider$SourceExcerpt;)V,0.23164001,0.88474820,1.00000000,6116.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.21955901,0.88444894,1.00000000,6116.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SourceFile:access$000(Lcom/google/javascript/jscomp/SourceFile;Ljava/lang/String;)V,0.23318570,0.88082839,1.00000000,6089.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/CodeConsumer:addOp(Ljava/lang/String;Z)V,0.35253649,0.37698319,1.00000000,2597.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/SourceFile$Builder:<init>()V,0.21872726,0.88050055,1.00000000,6089.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/DiagnosticGroup:matches(Lcom/google/javascript/jscomp/DiagnosticType;)Z,0.23641765,0.88120995,1.00000000,6093.00000000,1.00000000,7185.00000000
com/google/javascript/jscomp/NodeUtil:opToStr(I)Ljava/lang/String;,0.26389497,0.50464099,1.00000000,3486.00000000,1.00000000,7185.00000000
