,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.12565005,0.87114164,3.00000000,6501.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.13570907,0.24647292,2.00000000,1820.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.20657098,0.35867896,3.00000000,2674.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.17057381,0.52008731,3.00000000,3874.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/Scope$Var:markAssignedExactlyOnce()V,0.04466642,0.29796765,1.00000000,2231.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.12370009,0.88183422,3.00000000,6581.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.12037982,0.35817175,3.00000000,2680.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/jstype/EnumType:toMaybeEnumType()Lcom/google/javascript/rhino/jstype/EnumType;,0.09660023,0.01848341,2.00000000,136.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.12506690,0.86150019,3.00000000,6434.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getName()Ljava/lang/String;,0.08213338,0.15421284,2.00000000,1151.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.13642579,0.47242647,3.00000000,3526.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.11871770,0.94152410,3.00000000,7029.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.09881417,0.10399075,2.00000000,762.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.11893504,0.52248579,3.00000000,3906.00000000,3.00000000,7743.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.07778664,0.20270419,2.00000000,1509.00000000,3.00000000,7743.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.12365634,0.87321810,3.00000000,6515.00000000,3.00000000,7743.00000000
