,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.14829030,0.87278809,1.00000000,6468.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/CodingConventions:getDefault()Lcom/google/javascript/jscomp/CodingConvention;,0.27627961,0.88853778,2.00000000,6585.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter$9:<init>(Lcom/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter;)V,0.13268974,0.03873457,1.00000000,287.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.12692647,0.87627703,1.00000000,6498.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/LinkedFlowScope:<init>(Lcom/google/javascript/jscomp/LinkedFlowScope$FlatFlowScopeCache;Lcom/google/javascript/jscomp/LinkedFlowScope;)V,0.29006322,0.36675895,2.00000000,2724.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter:<init>(Lcom/google/javascript/jscomp/CodingConvention;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.23608863,0.03910348,1.00000000,287.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/CompilerInput:setCompiler(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.12700468,0.86840196,1.00000000,6440.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter$12:<init>(Lcom/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter;)V,0.13268974,0.03873457,1.00000000,287.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processVariableDeclaration(Lcom/google/javascript/rhino/head/ast/VariableDeclaration;)Lcom/google/javascript/rhino/Node;,0.16470269,0.63601522,1.00000000,4708.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/ClosureCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V,0.29114349,0.88857047,2.00000000,6583.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/parsing/IRFactory:transformNameAsString(Lcom/google/javascript/rhino/head/ast/Name;)Lcom/google/javascript/rhino/Node;,0.15388767,0.62022074,1.00000000,4593.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;)V,0.25873355,0.88571894,2.00000000,6568.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.41335308,0.90326401,2.00000000,6624.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/Node:getInputId()Lcom/google/javascript/rhino/InputId;,0.18115856,0.87637367,1.00000000,6487.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/Node:getChildCount()I,0.19171622,0.87278499,1.00000000,6454.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/jstype/FunctionBuilder:forNativeType()Lcom/google/javascript/rhino/jstype/FunctionBuilder;,0.26272190,0.86124686,2.00000000,6390.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.13479641,0.87077331,1.00000000,6456.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter$RestrictByFalseTypeOfResultVisitor:<init>(Lcom/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter;)V,0.15104112,0.04052926,1.00000000,300.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.30600397,0.88613746,2.00000000,6564.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.31091314,0.86161285,2.00000000,6390.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getName()Ljava/lang/String;,0.25882995,0.15569509,2.00000000,1154.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/SyntacticScopeCreator$DefaultRedeclarationHandler:<init>(Lcom/google/javascript/jscomp/SyntacticScopeCreator;)V,0.12689119,0.87487484,1.00000000,6489.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/ScriptRuntime:getMessage0(Ljava/lang/String;)Ljava/lang/String;,0.27418130,0.90542544,2.00000000,6710.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/parsing/Config:buildAnnotationNames(Ljava/util/Set;)Ljava/util/Map;,0.12691987,0.94496159,1.00000000,7010.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.13642713,0.94246004,1.00000000,6987.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter:declareNameInScope(Lcom/google/javascript/jscomp/type/FlowScope;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V,0.35424920,0.04879754,2.00000000,352.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/parsing/IRFactory:transformTree(Lcom/google/javascript/rhino/head/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/rhino/head/ErrorReporter;)Lcom/google/javascript/rhino/Node;,0.15552715,0.89037155,1.00000000,6596.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.16995054,0.10323569,1.00000000,751.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/SyntacticScopeCreator:createScope(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/Scope;)Lcom/google/javascript/jscomp/Scope;,0.15669445,0.68541399,1.00000000,5080.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/jstype/ObjectType:isUnknownType()Z,0.72061470,0.86823582,2.00000000,6391.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/LinkedFlowScope:inferSlotType(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;)V,0.27869432,0.19190138,2.00000000,1423.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/Scope:createGlobalScope(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/Scope;,0.26658020,0.71272172,2.00000000,5287.00000000,2.00000000,7692.00000000
com/google/javascript/rhino/Node$AbstractPropListItem:<init>(ILcom/google/javascript/rhino/Node$PropListItem;)V,0.26717707,0.98606780,2.00000000,7308.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.14413174,0.87487827,1.00000000,6482.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/SourceFile:setCode(Ljava/lang/String;)V,0.12693733,0.88179696,1.00000000,6539.00000000,2.00000000,7692.00000000
com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter$RestrictByOneTypeOfResultVisitor:caseObjectType(Lcom/google/javascript/rhino/jstype/ObjectType;)Lcom/google/javascript/rhino/jstype/JSType;,0.42198743,0.00317672,2.00000000,15.00000000,2.00000000,7692.00000000
