,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.16870931,0.87433608,1.00000000,6325.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.13132569,0.87763770,1.00000000,6353.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.19976862,0.54038514,1.00000000,3899.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V,0.34989683,0.30433558,1.00000000,2189.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.15600154,0.88385373,1.00000000,6394.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.14350644,0.87227538,1.00000000,6313.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.18095282,0.88786234,1.00000000,6420.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.17451165,0.91657962,1.00000000,6633.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.16090097,0.50784347,1.00000000,3669.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.14589206,0.94449771,1.00000000,6835.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z,0.16068816,0.69582677,1.00000000,5031.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.31737056,0.44950718,1.00000000,3242.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.14231055,0.19909824,1.00000000,1437.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.15589250,0.87647514,1.00000000,6339.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.14478905,0.54151546,1.00000000,3913.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/Node:isScript()Z,0.29300799,0.88095222,1.00000000,6361.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.17863280,0.87760308,1.00000000,6345.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.18641645,0.91696829,1.00000000,6633.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95945630,1.00000000,6805.00000000,1.00000000,7514.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.13143753,0.91618789,1.00000000,6633.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/SourceFile:setOriginalPath(Ljava/lang/String;)V,0.13257705,0.88329671,1.00000000,6394.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/ScopedAliases$Traversal:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V,0.14656315,0.03014468,1.00000000,212.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/ScopedAliases$Traversal:report(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/DiagnosticType;[Ljava/lang/String;)V,0.27495775,0.00095760,1.00000000,6.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/ScopedAliases$Traversal:getAliasDefinitionsInOrder()Ljava/util/Collection;,0.14652364,0.02865842,1.00000000,206.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/ScopedAliases:access$400(Lcom/google/javascript/jscomp/ScopedAliases;)Lcom/google/javascript/jscomp/PreprocessorSymbolTable;,0.15052436,0.00607946,1.00000000,44.00000000,1.00000000,7514.00000000
com/google/javascript/jscomp/AstValidator:validateString(Lcom/google/javascript/rhino/Node;)V,0.25669308,0.10245590,1.00000000,732.00000000,1.00000000,7514.00000000
