,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.13068575,0.87216764,1.00000000,6422.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.52204340,1.00000000,3745.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.10702224,0.87540458,1.00000000,6450.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.14282104,0.53876403,1.00000000,3958.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V,0.23991107,0.30498204,1.00000000,2233.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.12480668,0.88178974,1.00000000,6493.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.11147194,0.49088526,1.00000000,3614.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.11147194,0.50052075,1.00000000,3685.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.12319919,0.88546584,1.00000000,6517.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.13428498,0.91592025,1.00000000,6747.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.12405763,0.50666491,1.00000000,3726.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.11837054,0.94232146,1.00000000,6941.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/PeepholeFoldConstants:tryFoldLeftChildOp(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.40312555,0.00372138,1.00000000,13.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/NodeUtil:isAssociative(I)Z,0.18849035,0.01451974,1.00000000,105.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z,0.18869355,0.69532883,1.00000000,5117.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.11486841,0.20039298,1.00000000,1472.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.12409572,0.87427146,1.00000000,6436.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.11619730,0.53986564,1.00000000,3971.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/PeepholeOptimizationsPass:access$000(Lcom/google/javascript/jscomp/PeepholeOptimizationsPass;)Lcom/google/javascript/jscomp/PeepholeOptimizationsPass$StateStack;,0.10751833,0.04067667,1.00000000,298.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/Node:isScript()Z,0.28937718,0.87870943,1.00000000,6458.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.10948133,0.87539867,1.00000000,6442.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.14261641,0.91630595,1.00000000,6747.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.21529487,0.92000072,1.00000000,6747.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.62308768,0.95922357,1.00000000,6918.00000000,1.00000000,7640.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.10716240,0.91553138,1.00000000,6747.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V,0.23622544,0.50914031,1.00000000,3745.00000000,1.00000000,7640.00000000
com/google/javascript/jscomp/AstValidator:validateString(Lcom/google/javascript/rhino/Node;)V,0.17741482,0.10283499,1.00000000,748.00000000,1.00000000,7640.00000000
