,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.08547544,0.87230764,1.00000000,6374.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,0.96656878,0.52310541,1.00000000,3724.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.06995110,0.87557447,1.00000000,6402.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node$AncestorIterable$1:hasNext()Z,0.07629493,0.09075105,1.00000000,663.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:isNoSideEffectsCall()Z,0.10044414,0.11175403,1.00000000,815.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.09006893,0.51578170,1.00000000,3763.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables$Candidate$3:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.31825491,0.00758839,1.00000000,39.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/NodeTraversal:traverseRoots([Lcom/google/javascript/rhino/Node;)V,0.08021383,0.24016704,1.00000000,1752.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.09526620,0.53989114,1.00000000,3936.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V,0.22306630,0.30553600,1.00000000,2220.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables:access$1000(Lcom/google/javascript/jscomp/FlowSensitiveInlineVariables;)Lcom/google/javascript/jscomp/MaybeReachingVariableUse;,0.08521585,0.00411765,1.00000000,30.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/JSDocInfo:setNoSideEffects(Z)V,0.07512205,0.07296684,1.00000000,531.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.53084310,0.90377476,1.00000000,6539.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/ControlFlowGraph:isEnteringNewCfgNode(Lcom/google/javascript/rhino/Node;)Z,0.29299660,0.39879082,1.00000000,2908.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$AnnotatedLinkedDirectedGraphEdge:setAnnotation(Lcom/google/javascript/jscomp/graph/Annotation;)V,0.09234694,0.00279749,1.00000000,20.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/CheckPathsBetweenNodes:<init>(Lcom/google/javascript/jscomp/graph/DiGraph;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Lcom/google/common/base/Predicate;Lcom/google/common/base/Predicate;Z)V,0.08521585,0.00294206,1.00000000,21.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.07263026,0.50149718,1.00000000,3664.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.07982768,0.88569666,1.00000000,6469.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.08644898,0.91530017,1.00000000,6691.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.10972962,0.47121906,1.00000000,3443.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.08525890,0.50754864,1.00000000,3704.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.07654001,0.94190157,1.00000000,6885.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/Tracer$ThreadTrace:isInitialized()Z,0.07564027,0.54098395,1.00000000,3949.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/AstValidator:validateChildCount(Lcom/google/javascript/rhino/Node;I)V,0.18228279,0.50940856,1.00000000,3703.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createOptionalType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType;,0.10309211,0.91701008,1.00000000,6691.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.07584410,0.51853337,1.00000000,3795.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.18145436,0.44937410,1.00000000,3274.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/graph/Graph:popEdgeAnnotations()V,0.07605789,0.00322248,1.00000000,23.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.08061623,0.87442564,1.00000000,6388.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.07567210,0.54100542,1.00000000,3949.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/Scope:getVars()Ljava/util/Iterator;,0.07874552,0.46500457,1.00000000,3403.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:isScript()Z,0.22761181,0.87887743,1.00000000,6410.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.12673734,0.87554554,1.00000000,6394.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.09166156,0.91568587,1.00000000,6691.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/CodeConsumer:endFile()V,0.07172673,0.50353857,1.00000000,3679.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:isNew()Z,0.15504330,0.17085621,1.00000000,1245.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.98646910,0.95921711,1.00000000,6868.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables$1:apply(Lcom/google/javascript/rhino/Node;)Z,0.24331701,0.00268141,1.00000000,10.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.07004154,0.91491130,1.00000000,6691.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph:getNodes()Ljava/util/Collection;,0.07035950,0.10956672,1.00000000,798.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables$Candidate$4:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.25867575,0.00720710,1.00000000,39.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/GoogleCodingConvention:isExported(Ljava/lang/String;Z)Z,0.08390871,0.17373036,1.00000000,1269.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/rhino/head/ast/FunctionCall;)Lcom/google/javascript/rhino/Node;,0.19002663,0.51899454,1.00000000,3768.00000000,1.00000000,7583.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.07019572,0.88518147,1.00000000,6472.00000000,1.00000000,7583.00000000
com/google/javascript/rhino/Node:setVarArgs(Z)V,0.08038728,0.91585849,1.00000000,6693.00000000,1.00000000,7583.00000000
