,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.12954438,0.87209663,1.00000000,6362.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.52314307,1.00000000,3718.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.09589578,0.87536987,1.00000000,6390.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node$AncestorIterable$1:hasNext()Z,0.10334445,0.09103777,1.00000000,664.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:isNoSideEffectsCall()Z,0.12200966,0.11166523,1.00000000,813.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.09587398,0.51526093,1.00000000,3753.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.13193907,0.53995836,1.00000000,3930.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V,0.21853926,0.30535208,1.00000000,2215.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.31675331,0.90361656,1.00000000,6527.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.09945735,0.49177473,1.00000000,3587.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.09945735,0.50150026,1.00000000,3658.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.12342546,0.88550759,1.00000000,6457.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.11755977,0.91502444,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.11059750,0.50756087,1.00000000,3698.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.10577310,0.94180451,1.00000000,6873.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/NodeTraversal:getCompiler()Lcom/google/javascript/jscomp/Compiler;,0.11565609,0.12927818,1.00000000,941.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.10721240,0.51801716,1.00000000,3785.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.19217463,0.44915469,1.00000000,3267.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.13892192,0.61659637,1.00000000,4500.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.10247893,0.19897175,1.00000000,1448.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/SyntheticAst:<init>(Ljava/lang/String;)V,0.11950369,0.01233947,1.00000000,84.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.11078410,0.87421811,1.00000000,6376.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.10362774,0.54107427,1.00000000,3943.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:isScript()Z,0.22645293,0.87867736,1.00000000,6398.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.11429398,0.87533972,1.00000000,6382.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.12455206,0.91541074,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.18504136,0.91910048,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.58595423,0.95917344,1.00000000,6856.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.09594612,0.91463497,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V,0.21799919,0.51019856,1.00000000,3718.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator:validateString(Lcom/google/javascript/rhino/Node;)V,0.16048779,0.10268785,1.00000000,740.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/rhino/head/ast/FunctionCall;)Lcom/google/javascript/rhino/Node;,0.21233056,0.51875092,1.00000000,3760.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CheckSideEffects:addExtern()V,0.18805716,0.00305361,1.00000000,10.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:setVarArgs(Z)V,0.10920880,0.91558372,1.00000000,6680.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.12008070,0.91502493,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/NodeUtil:opToStr(I)Ljava/lang/String;,0.14969041,0.51126851,1.00000000,3728.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.12038972,0.80616131,1.00000000,5882.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType;,0.15659660,0.91830792,1.00000000,6679.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.09726468,0.87133003,1.00000000,6362.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V,0.11213159,0.88708950,1.00000000,6473.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V,0.11588180,0.88131198,1.00000000,6428.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator$1:<init>(Lcom/google/javascript/jscomp/AstValidator;)V,0.09546541,0.50628095,1.00000000,3692.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/AstValidator:validateNumber(Lcom/google/javascript/rhino/Node;)V,0.15154121,0.25679048,1.00000000,1867.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/FunctionType:hasInstanceType()Z,0.11357504,0.91542244,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.11084254,0.88153474,1.00000000,6431.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.11877499,0.91502492,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V,0.16610606,0.91696017,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/GoogleCodingConvention:isOptionalParameter(Lcom/google/javascript/rhino/Node;)Z,0.12181652,0.43459141,1.00000000,3171.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/JSDocInfo:<init>(Z)V,0.10336127,0.52010868,1.00000000,3800.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodePrinter$Builder:build()Ljava/lang/String;,0.10571837,0.50995496,1.00000000,3718.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput;,0.11387513,0.86733369,1.00000000,6329.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:addChildrenAfter(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.10316096,0.06794784,1.00000000,494.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType;,0.15985527,0.91820735,1.00000000,6679.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;Lcom/google/javascript/jscomp/ComposeWarningsGuard$1;)V,0.10317166,0.88561858,1.00000000,6462.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/jstype/ObjectType;Z)V,0.17161438,0.91734457,1.00000000,6678.00000000,1.00000000,7571.00000000
com/google/javascript/rhino/Node:createProp(IILcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.10309410,0.98269356,1.00000000,7170.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;)V,0.09592739,0.88524469,1.00000000,6462.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CompilerOptions:shouldColorizeErrorOutput()Z,0.09661108,0.88426042,1.00000000,6455.00000000,1.00000000,7571.00000000
com/google/javascript/jscomp/CodeGenerator:clearContextForNoInOperator(Lcom/google/javascript/jscomp/CodeGenerator$Context;)Lcom/google/javascript/jscomp/CodeGenerator$Context;,0.10827602,0.02916025,1.00000000,211.00000000,1.00000000,7571.00000000
