,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.23906593,0.87169591,1.00000000,6342.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.17504112,0.87498089,1.00000000,6370.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.26925235,0.53798063,1.00000000,3905.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.21159776,0.88115948,1.00000000,6411.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.19534864,0.86964814,1.00000000,6330.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.26146815,0.88514535,1.00000000,6437.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.25735082,0.91481100,1.00000000,6658.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.21423469,0.50563910,1.00000000,3674.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.19732049,0.94160693,1.00000000,6853.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.36947502,0.44762047,1.00000000,3247.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.26529039,0.61605307,1.00000000,4484.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.22464829,0.88902241,1.00000000,6468.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.21489038,0.87382346,1.00000000,6356.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.19728137,0.53910626,1.00000000,3918.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/Node:isScript()Z,0.41307050,0.87828517,1.00000000,6378.00000000,1.00000000,7551.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.18239965,0.87494545,1.00000000,6362.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.27642932,0.91519666,1.00000000,6658.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.46028347,0.91888134,1.00000000,6658.00000000,1.00000000,7551.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.74136465,0.95877366,1.00000000,6836.00000000,1.00000000,7551.00000000
