,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.08196025,0.87223732,1.00000000,6370.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/CodingConventions$DefaultCodingConvention:checkForCallingConventionDefiningCalls(Lcom/google/javascript/rhino/Node;Ljava/util/Map;)V,0.07611031,0.13151920,1.00000000,962.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/SourceFile:isExtern()Z,0.07772922,0.39760207,1.00000000,2909.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.06944595,0.87550657,1.00000000,6398.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.16895224,0.35721247,1.00000000,2605.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter$12:<init>(Lcom/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter;)V,0.07273214,0.03739538,1.00000000,273.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.08996624,0.51537955,1.00000000,3758.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/TypeInference:tightenTypesAfterAssertions(Lcom/google/javascript/jscomp/type/FlowScope;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/type/FlowScope;,0.29051645,0.13358414,1.00000000,962.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.08030389,0.88166508,1.00000000,6439.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.07711237,0.35668582,1.00000000,2611.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode:setAnnotation(Lcom/google/javascript/jscomp/graph/Annotation;)V,0.07141622,0.40180596,1.00000000,2940.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.08441839,0.88563351,1.00000000,6465.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.08493613,0.91511640,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/JSDocInfo:getParameterNames()Ljava/util/Set;,0.08180670,0.32580518,1.00000000,2386.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.10489303,0.47106648,1.00000000,3440.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Scope:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.07311203,0.35613429,1.00000000,2608.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.07549816,0.94186878,1.00000000,6881.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter:declareNameInScope(Lcom/google/javascript/jscomp/type/FlowScope;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V,0.20034600,0.06338938,1.00000000,453.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.09308504,0.10418096,1.00000000,747.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.07492278,0.51813303,1.00000000,3790.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter$7:<init>(Lcom/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter;)V,0.07273214,0.03739538,1.00000000,273.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.11713309,0.61701655,1.00000000,4508.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.08155230,0.88949616,1.00000000,6496.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.07928272,0.87435654,1.00000000,6384.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:lookAheadForTypeAnnotation()Z,0.08596098,0.35773395,1.00000000,2615.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/TypedScopeCreator$LocalScopeBuilder:handleFunctionInputs(Lcom/google/javascript/rhino/Node;)V,0.21606640,0.34739216,1.00000000,2530.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/LinkedFlowScope:<init>(Lcom/google/javascript/jscomp/LinkedFlowScope$FlatFlowScopeCache;)V,0.08294802,0.36373580,1.00000000,2661.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Scope$Var:setType(Lcom/google/javascript/rhino/jstype/JSType;)V,0.08874381,0.11892227,1.00000000,868.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Scope:getVars()Ljava/util/Iterator;,0.07666997,0.46484886,1.00000000,3400.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/Node:isScript()Z,0.15101195,0.87881143,1.00000000,6406.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/FunctionTypeBuilder$AstFunctionContents:getSourceNode()Lcom/google/javascript/rhino/Node;,0.07756175,0.34533416,1.00000000,2528.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.09948658,0.87547675,1.00000000,6390.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.09037310,0.91550243,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.14543866,0.91918952,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95920050,1.00000000,6864.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.06998184,0.91472720,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/TypedScopeCreator$GlobalScopeBuilder:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.23868134,0.35775415,1.00000000,2605.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/DataFlowAnalysis$BranchedForwardDataFlowAnalysis:joinInputs(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V,0.10655461,0.35700589,1.00000000,2606.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/rhino/head/ast/FunctionCall;)Lcom/google/javascript/rhino/Node;,0.18794322,0.51886942,1.00000000,3765.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.06968304,0.88511790,1.00000000,6468.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/Node:setVarArgs(Z)V,0.09539517,0.91567513,1.00000000,6688.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.08669683,0.91511688,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter$2:<init>(Lcom/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter;)V,0.07723264,0.03741191,1.00000000,273.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/ControlFlowAnalysis:computeFallThrough(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.34430181,0.41158835,1.00000000,2993.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.08698072,0.80637448,1.00000000,5890.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType;,0.13121425,0.91839707,1.00000000,6687.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.07032643,0.87147118,1.00000000,6370.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/JSType$1:compare(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/JSType;)I,0.07256113,0.03449370,1.00000000,249.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V,0.07089341,0.88721354,1.00000000,6481.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V,0.08330377,0.88144278,1.00000000,6436.00000000,1.00000000,7579.00000000
com/google/javascript/jscomp/NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z,0.13110022,0.74146971,1.00000000,5413.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/FunctionType:hasInstanceType()Z,0.09608967,0.91551411,1.00000000,6686.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.41840298,0.90372494,1.00000000,6535.00000000,1.00000000,7579.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.08573102,0.91511688,1.00000000,6686.00000000,1.00000000,7579.00000000
