,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.12800574,0.87408065,3.00000000,6198.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.21504307,0.35419439,3.00000000,2505.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.16906034,0.50593704,3.00000000,3583.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.12640429,0.88365544,3.00000000,6266.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/jstype/FunctionType:setImplementedInterfaces(Ljava/util/List;)V,0.12111558,0.32716362,3.00000000,2324.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.12191250,0.35330143,3.00000000,2511.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.12734641,0.91422480,3.00000000,6485.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.13905158,0.46815623,3.00000000,3320.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/Scope:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.11741745,0.35276244,3.00000000,2508.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.12143837,0.94482019,3.00000000,6702.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:setTemplateTypeName(Ljava/lang/String;)V,0.12151436,0.32444995,3.00000000,2306.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.12103132,0.50891261,3.00000000,3614.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/ControlFlowAnalysis$1:<init>(Lcom/google/javascript/jscomp/ControlFlowAnalysis;)V,0.11551885,0.40252476,3.00000000,2860.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.12617524,0.87626353,3.00000000,6212.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/jstype/ObjectType$Property:setNode(Lcom/google/javascript/rhino/Node;)V,0.13264098,0.30814701,3.00000000,2191.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/TypeValidator:setShouldReport(Z)V,0.11833783,0.32307956,3.00000000,2297.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/Node:isScript()Z,0.17239169,0.88037193,3.00000000,6234.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/InferJSDocInfo:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.38304489,0.33033805,3.00000000,2314.00000000,3.00000000,7367.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.14946021,0.87743973,3.00000000,6218.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95617209,3.00000000,6671.00000000,3.00000000,7367.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.11531626,0.91388990,3.00000000,6485.00000000,3.00000000,7367.00000000
