,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/rhino/jstype/FunctionType:setImplementedInterfaces(Ljava/util/List;)V,0.27422295,0.33271669,2.00000000,2321.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NamedType:hasReferenceName()Z,0.30102065,0.02365168,2.00000000,157.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.44718691,0.91298497,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnknownType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType;,0.40791038,0.06457735,2.00000000,435.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ProxyObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType;,0.41946681,0.02724239,2.00000000,170.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ObjectType:isUnknownType()Z,0.84621368,0.91827297,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node$AbstractPropListItem:<init>(ILcom/google/javascript/rhino/Node$PropListItem;)V,0.41515892,0.98913066,3.00000000,6886.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/RecordTypeBuilder:addProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/RecordTypeBuilder;,0.46129463,0.02225359,3.00000000,153.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ProxyObjectType:setReferencedType(Lcom/google/javascript/rhino/jstype/JSType;)V,0.45052960,0.35933969,3.00000000,2506.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnionTypeBuilder:getAlternateListCopy()Ljava/util/Collection;,0.41707090,0.91279058,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NullType:toString()Ljava/lang/String;,0.41466376,0.91264598,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.46244327,0.91332038,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.28813258,0.95383113,2.00000000,6539.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionParamBuilder:build()Lcom/google/javascript/rhino/Node;,0.43471573,0.91324673,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry$1:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ArrowType;Lcom/google/javascript/rhino/jstype/ObjectType;Ljava/lang/String;ZZ)V,0.45121232,0.91298588,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:<init>(Lcom/google/javascript/rhino/ErrorReporter;)V,0.43083622,0.10508101,3.00000000,728.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:isResolved()Z,0.27642595,0.03115244,2.00000000,215.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnionType:toString()Ljava/lang/String;,0.40060460,0.02858890,3.00000000,199.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:isEquivalentTo(Lcom/google/javascript/rhino/jstype/JSType;)Z,0.71788272,0.91611202,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:hasReferenceName()Z,0.45956514,0.91331305,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:addReferenceTypeIndexedByProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;)V,0.58334118,0.91566160,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:forwardDeclareType(Ljava/lang/String;)V,0.26382666,0.02403554,2.00000000,164.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:setVarArgs(Z)V,0.43261796,0.91343588,3.00000000,6361.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/RecordType:getGreatestSubtypeHelper(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType;,0.69322161,0.00713455,1.00000000,9.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.44900046,0.91298534,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:getInternalArrowType()Lcom/google/javascript/rhino/jstype/ArrowType;,0.46725638,0.91332113,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType;,0.66839472,0.91572156,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType$1:compare(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/JSType;)I,0.40060460,0.02858890,3.00000000,199.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.49307340,0.91377854,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:hasInstanceType()Z,0.45198364,0.91332902,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NamedType:resolveViaRegistry(Lcom/google/javascript/rhino/ErrorReporter;Lcom/google/javascript/rhino/jstype/StaticScope;)Z,0.29719605,0.04476922,2.00000000,309.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.44825877,0.91298534,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V,0.53844376,0.91466530,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:setResolvedTypeInternal(Lcom/google/javascript/rhino/jstype/JSType;)V,0.33018591,0.37829194,2.00000000,2636.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ObjectType:hasOwnDeclaredProperty(Ljava/lang/String;)Z,0.45849356,0.84459002,3.00000000,5881.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/RecordTypeBuilder:build()Lcom/google/javascript/rhino/jstype/JSType;,0.48355202,0.02258953,3.00000000,153.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:resolveInternal(Lcom/google/javascript/rhino/ErrorReporter;Lcom/google/javascript/rhino/jstype/StaticScope;)Lcom/google/javascript/rhino/jstype/JSType;,0.43553480,0.37938138,2.00000000,2633.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType;,0.56872829,0.91562708,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnknownType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Z)V,0.44769610,0.91298530,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:createProp(IILcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.43024276,0.98603400,3.00000000,6865.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ArrowType:hashCode()I,0.36808372,0.30394709,2.00000000,2107.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createParameters(Z[Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node;,0.50997649,0.91432865,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/jstype/ObjectType;Z)V,0.55647869,0.91499911,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:getCtorExtendedInterfaces()Ljava/lang/Iterable;,0.52932877,0.91412867,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:isNoObjectType()Z,0.43526555,0.91280557,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/BooleanType:toString()Ljava/lang/String;,0.41466376,0.91308287,3.00000000,6362.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:isEmptyType()Z,0.51908232,0.91483153,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/RecordType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z,0.43437236,0.02291293,3.00000000,153.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NamedType:lookupViaProperties(Lcom/google/javascript/rhino/ErrorReporter;Lcom/google/javascript/rhino/jstype/StaticScope;)Lcom/google/javascript/rhino/jstype/JSType;,0.39851468,0.02998520,2.00000000,192.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:isInterface()Z,0.53201045,0.91501526,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getReferenceName()Ljava/lang/String;,0.51134670,0.91426994,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:isNoType()Z,0.46278852,0.91337592,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:getPropertyNode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.43560349,0.00236604,2.00000000,10.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ProxyObjectType:getReferencedObjTypeInternal()Lcom/google/javascript/rhino/jstype/ObjectType;,0.27448717,0.04460607,2.00000000,309.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/EnumElementType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSType;Ljava/lang/String;)V,0.30543421,0.03966185,2.00000000,270.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/StringType:getDisplayName()Ljava/lang/String;,0.41466376,0.91337309,3.00000000,6364.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:hasReferenceName()Z,0.50901931,0.91431968,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:implicitPrototypeChainIsUnknown()Z,0.57585321,0.91411029,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createFunctionType(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/FunctionType;,0.47519536,0.91398830,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/testing/Asserts:assertTypeEquals(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/JSType;)V,0.42745947,0.01224948,3.00000000,84.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NamedType:checkEnumElementCycle(Lcom/google/javascript/rhino/ErrorReporter;)V,0.28684415,0.03687305,2.00000000,255.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnionTypeBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.45668312,0.91357753,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeBasedOn(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.44896427,0.91324810,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createNullableType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType;,0.45770978,0.84531315,3.00000000,5886.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/RecordTypeBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.44718186,0.02224548,3.00000000,153.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:toMaybeFunctionType()Lcom/google/javascript/rhino/jstype/FunctionType;,0.48457935,0.91455368,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:getInstanceType()Lcom/google/javascript/rhino/jstype/ObjectType;,0.50522702,0.91474161,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NumberType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.44825877,0.91298534,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node$IntPropListItem:<init>(IILcom/google/javascript/rhino/Node$PropListItem;)V,0.42926792,0.98635437,3.00000000,6865.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NoObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.51473316,0.91432710,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:initializeRegistry()V,0.46623297,0.91365392,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:getNativeObjectType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/ObjectType;,0.63898780,0.91508327,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ObjectType:detectImplicitPrototypeCycle()Z,0.38907873,0.04544398,2.00000000,309.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:getGreatestSubtype(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType;,0.17915363,0.05463020,1.00000000,378.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:getNativeFunctionType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/FunctionType;,0.49185903,0.91378588,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/SimpleSlot:<init>(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Z)V,0.26382666,0.21444512,2.00000000,1494.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/StringType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.44825877,0.91298534,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:hasProperty(Ljava/lang/String;)Z,0.54027209,0.21961734,3.00000000,1524.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createParametersWithVarArgs([Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node;,0.48033504,0.91365617,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/ProxyObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSType;)V,0.44221539,0.35977532,3.00000000,2506.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionBuilder:withTypeOfThis(Lcom/google/javascript/rhino/jstype/ObjectType;)Lcom/google/javascript/rhino/jstype/FunctionBuilder;,0.26382666,0.28110937,2.00000000,1959.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NoResolvedType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.44728597,0.91298497,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:addChildToBack(Lcom/google/javascript/rhino/Node;)V,0.41729985,0.98730487,3.00000000,6860.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionParamBuilder:hasOptionalOrVarArgs()Z,0.43042696,0.91315031,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:setOptionalArg(Z)V,0.43200460,0.91315206,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:hashCode()I,0.41308447,0.91257810,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/NamedType:finishPropertyContinuations()V,0.31442329,0.04510250,2.00000000,309.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createOptionalParameters([Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node;,0.49610372,0.91399181,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnionTypeBuilder:build()Lcom/google/javascript/rhino/jstype/JSType;,0.48566034,0.91424865,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/PrototypeObjectType:getOwnPropertyNames()Ljava/util/Set;,0.42237114,0.04020167,3.00000000,278.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:getJSType()Lcom/google/javascript/rhino/jstype/JSType;,0.28813258,0.64492610,2.00000000,4471.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getType()Lcom/google/javascript/rhino/jstype/JSType;,0.26382666,0.17814627,2.00000000,1241.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:getNativeType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/JSType;,0.47494851,0.91347595,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/UnionType:isEquivalentTo(Lcom/google/javascript/rhino/jstype/JSType;)Z,0.65608554,0.06505423,3.00000000,437.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSType:isRecordType()Z,0.59310319,0.91319060,3.00000000,6360.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/FunctionType:isConstructor()Z,0.47814600,0.91468690,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/VoidType:toString()Ljava/lang/String;,0.41466376,0.91264598,3.00000000,6359.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/Node:putIntProp(II)V,0.44488573,0.98670393,3.00000000,6866.00000000,3.00000000,7231.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:getNativeType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/JSType;,0.61116036,0.91880529,3.00000000,6368.00000000,3.00000000,7231.00000000
