,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.17700537,0.87411044,3.00000000,6269.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,0.95737489,0.52201346,3.00000000,3661.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.15616352,0.87739414,3.00000000,6296.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/Node$AncestorIterable$1:hasNext()Z,0.16501023,0.09245521,3.00000000,663.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/Node:isNoSideEffectsCall()Z,0.12700116,0.11270043,2.00000000,807.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.18120357,0.50836478,3.00000000,3641.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables$Candidate$3:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.35290780,0.00865030,3.00000000,48.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.19533489,0.53662272,3.00000000,3840.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V,0.23233288,0.30279400,2.00000000,2161.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/FlowSensitiveInlineVariables:access$1000(Lcom/google/javascript/jscomp/FlowSensitiveInlineVariables;)Lcom/google/javascript/jscomp/MaybeReachingVariableUse;,0.16824903,0.00461020,3.00000000,33.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/JSDocInfo:setNoSideEffects(Z)V,0.16437446,0.07179203,3.00000000,513.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.56703284,0.90294205,3.00000000,6424.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/ControlFlowGraph:isEnteringNewCfgNode(Lcom/google/javascript/rhino/Node;)Z,0.35086775,0.39548066,3.00000000,2829.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$AnnotatedLinkedDirectedGraphEdge:setAnnotation(Lcom/google/javascript/jscomp/graph/Annotation;)V,0.12769003,0.00284342,2.00000000,20.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/CheckPathsBetweenNodes:<init>(Lcom/google/javascript/jscomp/graph/DiGraph;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Lcom/google/common/base/Predicate;Lcom/google/common/base/Predicate;Z)V,0.11903205,0.00299004,2.00000000,21.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.15954020,0.50231319,3.00000000,3602.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.17013688,0.88772409,3.00000000,6364.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.17657228,0.91354557,3.00000000,6554.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.19527713,0.46889751,3.00000000,3363.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.17141860,0.50375973,3.00000000,3609.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.16631516,0.94494108,3.00000000,6779.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/Tracer$ThreadTrace:isInitialized()Z,0.16514017,0.53785970,3.00000000,3854.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createOptionalType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType;,0.20467672,0.91503136,3.00000000,6554.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.16531738,0.51140516,3.00000000,3673.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.25228123,0.44830366,3.00000000,3207.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.10147197,0.61630557,1.00000000,4422.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.17649205,0.89168704,3.00000000,6395.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.17306731,0.87626481,3.00000000,6283.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.16510122,0.53787804,3.00000000,3854.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/Scope:getVars()Ljava/util/Iterator;,0.16776203,0.46253157,3.00000000,3322.00000000,3.00000000,7454.00000000
com/google/javascript/rhino/Node:isScript()Z,0.28830243,0.88054014,3.00000000,6305.00000000,3.00000000,7454.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.19980471,0.87744678,3.00000000,6289.00000000,3.00000000,7454.00000000
