,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.08541848,0.87428208,1.00000000,6322.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/SourceFile:isExtern()Z,0.08208190,0.39724610,1.00000000,2878.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.13551858,0.24531156,1.00000000,1755.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/FunctionType:setImplementedInterfaces(Ljava/util/List;)V,0.08195901,0.32852910,1.00000000,2380.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.20034441,0.35686331,1.00000000,2577.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.09911673,0.51095469,1.00000000,3689.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.08268721,0.88380374,1.00000000,6391.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.07236821,0.87758510,1.00000000,6350.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.08014375,0.35633525,1.00000000,2583.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode:setAnnotation(Lcom/google/javascript/jscomp/graph/Annotation;)V,0.07436323,0.40148980,1.00000000,2909.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.08778770,0.88781373,1.00000000,6417.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.08830447,0.91654529,1.00000000,6630.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getName()Ljava/lang/String;,0.07907448,0.15557259,1.00000000,1125.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/JSDocInfo:getParameterNames()Ljava/util/Set;,0.08770488,0.32611724,1.00000000,2365.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.10423506,0.47143588,1.00000000,3409.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/Scope:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.07600540,0.35577902,1.00000000,2580.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.07860351,0.94447272,1.00000000,6832.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/Node:isSyntheticBlock()Z,0.09080258,0.42297600,1.00000000,3062.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:setTemplateTypeName(Ljava/lang/String;)V,0.07945714,0.32624910,1.00000000,2365.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.09688347,0.10312395,1.00000000,732.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.07803244,0.51374965,1.00000000,3721.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.08492262,0.89171292,1.00000000,6448.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.08258931,0.87642187,1.00000000,6336.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/ObjectType$Property:setNode(Lcom/google/javascript/rhino/Node;)V,0.09694588,0.30982414,1.00000000,2247.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/TypedScopeCreator$LocalScopeBuilder:handleFunctionInputs(Lcom/google/javascript/rhino/Node;)V,0.23704532,0.34694286,1.00000000,2502.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/LinkedFlowScope:<init>(Lcom/google/javascript/jscomp/LinkedFlowScope$FlatFlowScopeCache;)V,0.08602474,0.36345602,1.00000000,2633.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/Scope$Var:setType(Lcom/google/javascript/rhino/jstype/JSType;)V,0.11698258,0.11827435,1.00000000,855.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/Scope:getVars()Ljava/util/Iterator;,0.07990570,0.46516222,1.00000000,3369.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/Node:isScript()Z,0.16054303,0.88090105,1.00000000,6358.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/FunctionTypeBuilder$AstFunctionContents:getSourceNode()Lcom/google/javascript/rhino/Node;,0.09127690,0.34487168,1.00000000,2500.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.10352173,0.87755035,1.00000000,6342.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.09393596,0.91693411,1.00000000,6630.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95939710,1.00000000,6802.00000000,1.00000000,7511.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.07323570,0.91615342,1.00000000,6630.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/TypedScopeCreator$GlobalScopeBuilder:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.24889910,0.35740851,1.00000000,2577.00000000,1.00000000,7511.00000000
com/google/javascript/jscomp/DataFlowAnalysis$BranchedForwardDataFlowAnalysis:joinInputs(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V,0.11058146,0.35665340,1.00000000,2578.00000000,1.00000000,7511.00000000
