,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.27999666,0.86417590,1.00000000,5982.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.50899205,1.00000000,3457.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/CodingConventions:getDefault()Lcom/google/javascript/jscomp/CodingConvention;,0.24997322,0.87991484,1.00000000,6091.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/AbstractMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;)V,0.23360049,0.88141063,1.00000000,6101.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/SourceFile:setIsExtern(Z)V,0.23458392,0.85967123,1.00000000,5954.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:transformAsString(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Lcom/google/javascript/rhino/Node;,0.32282677,0.60258393,1.00000000,4168.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError;,0.23359660,0.79814119,1.00000000,5529.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/BasicErrorManager:toArray(Lcom/google/javascript/jscomp/CheckLevel;)[Lcom/google/javascript/jscomp/JSError;,0.24865376,0.80027287,1.00000000,5542.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/ClosureCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V,0.24910779,0.87957273,1.00000000,6089.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/SourceFile:getName()Ljava/lang/String;,0.33304125,0.86778919,1.00000000,5998.00000000,2.00000000,7219.00000000
com/google/javascript/jscomp/parsing/IRFactory:transformTree(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)Lcom/google/javascript/rhino/Node;,0.29029928,0.89036173,1.00000000,6161.00000000,2.00000000,7219.00000000
com/google/javascript/rhino/Node:getNext()Lcom/google/javascript/rhino/Node;,0.34613614,0.92121562,1.00000000,6326.00000000,2.00000000,7219.00000000
