,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.07553284,0.87409365,1.00000000,6268.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,0.33239889,0.52194237,1.00000000,3660.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.06765058,0.87694686,1.00000000,6292.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:setManageClosureDependencies(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:makeCompilerInput(Ljava/util/List;Z)Ljava/util/List;,0.07020731,0.77373056,1.00000000,5549.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:addChildToBack(Lcom/google/javascript/rhino/Node;)V,0.12026359,0.98823639,1.00000000,7069.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.09248024,0.50843502,1.00000000,3641.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:getLineno()I,0.10668890,0.91581086,1.00000000,6557.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.08560928,0.53655865,1.00000000,3839.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:getCompiler()Lcom/google/javascript/jscomp/Compiler;,0.05854597,0.01264063,1.00000000,90.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:setNoSideEffects(Z)V,0.06840851,0.07180163,1.00000000,513.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.07360241,0.88369964,1.00000000,6337.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.06525106,0.49234819,1.00000000,3530.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/ClosureCodingConvention:isVarArgsParameter(Lcom/google/javascript/rhino/Node;)Z,0.06585920,0.05838903,1.00000000,414.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.06525106,0.50224438,1.00000000,3601.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$1600(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Z,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$81:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.07822754,0.88770906,1.00000000,6363.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.06877439,0.94493429,1.00000000,6778.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Tracer$ThreadTrace:isInitialized()Z,0.06838906,0.53779609,1.00000000,3853.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$2000(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DependencyOptions:setDependencyPruning(Z)Lcom/google/javascript/jscomp/DependencyOptions;,0.07300104,0.00253427,1.00000000,18.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.06850643,0.51147641,1.00000000,3673.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$75:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.07560678,0.61611244,1.00000000,4420.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.06774732,0.19967642,1.00000000,1429.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.07331783,0.87624843,1.00000000,6282.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:lookAheadForTypeAnnotation()Z,0.08061323,0.35806235,1.00000000,2570.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:access$2300(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String;,0.07300104,0.01278672,1.00000000,91.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$10:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setOutputCharset(Ljava/nio/charset/Charset;)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.06525106,0.49220911,1.00000000,3529.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.06908751,0.53781438,1.00000000,3853.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:isScript()Z,0.10544829,0.88052339,1.00000000,6304.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.07139719,0.87742978,1.00000000,6288.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V,0.10008303,0.51088521,1.00000000,3660.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError;,0.06863500,0.80989932,1.00000000,5812.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.14271565,0.95639171,1.00000000,6745.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/SourceFile:setOriginalPath(Ljava/lang/String;)V,0.06337464,0.88324289,1.00000000,6337.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:setReturnType(Lcom/google/javascript/rhino/JSTypeExpression;)V,0.06847657,0.31223738,1.00000000,2243.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$3100(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:getRoot()Lcom/google/javascript/rhino/Node;,0.06779286,0.03672143,1.00000000,262.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$14:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$26:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CompilerOptions:setSummaryDetailLevel(I)V,0.07300104,0.01278672,1.00000000,91.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$12:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/rhino/head/ast/FunctionCall;)Lcom/google/javascript/rhino/Node;,0.12240572,0.51718264,1.00000000,3688.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.06890073,0.88732368,1.00000000,6366.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:setVariableMapInputFile(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/NodeUtil:opToStr(I)Ljava/lang/String;,0.07653032,0.51201851,1.00000000,3670.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.07802863,0.80701648,1.00000000,5788.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.06376721,0.87342519,1.00000000,6268.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:isNumber()Z,0.08822714,0.22330511,1.00000000,1597.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner:createCompiler()Lcom/google/javascript/jscomp/Compiler;,0.07850878,0.01325953,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1500(Lcom/google/javascript/jscomp/parsing/IRFactory;)Lcom/google/javascript/jscomp/parsing/Config;,0.07208240,0.64671613,1.00000000,4638.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V,0.08198627,0.88347200,1.00000000,6334.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z,0.07464834,0.74125129,1.00000000,5314.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.12107073,0.90292184,1.00000000,6423.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$3:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:setThisType(Lcom/google/javascript/rhino/JSTypeExpression;)V,0.06403224,0.01750931,1.00000000,125.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:access$1700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z,0.08224793,0.01251001,1.00000000,89.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:<init>(Z)V,0.06871315,0.51360342,1.00000000,3688.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:setStaticSourceFile(Lcom/google/javascript/rhino/jstype/StaticSourceFile;)V,0.08603035,0.94718675,1.00000000,6791.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:createExterns()Ljava/util/List;,0.07823150,0.01293747,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner:processArgs([Ljava/lang/String;)Ljava/util/List;,0.08222925,0.01307001,1.00000000,93.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput;,0.06781273,0.86930732,1.00000000,6235.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfoBuilder:isPopulated()Z,0.06369930,0.50347683,1.00000000,3617.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;Lcom/google/javascript/jscomp/ComposeWarningsGuard$1;)V,0.06818130,0.88790757,1.00000000,6368.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:createProp(IILcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.06828539,0.98624582,1.00000000,7072.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:<init>()V,0.06950566,0.00914767,1.00000000,65.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;)V,0.06302189,0.88758148,1.00000000,6368.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:getChildCount()I,0.09105749,0.87145408,1.00000000,6239.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:getDiagnosticGroups()Lcom/google/javascript/jscomp/DiagnosticGroups;,0.08250365,0.01357912,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler$CodeBuilder:<init>()V,0.06459413,0.01899049,1.00000000,135.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CompilerOptions:shouldColorizeErrorOutput()Z,0.06348938,0.88658213,1.00000000,6361.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/InputId:<init>(Ljava/lang/String;)V,0.06327971,0.92583872,1.00000000,6643.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$17:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$4:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$13:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1200(Lcom/google/javascript/jscomp/parsing/IRFactory;ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.07614291,0.73882825,1.00000000,5299.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags$WarningGuardWarningOptionHandler:<init>(Lorg/kohsuke/args4j/CmdLineParser;Lorg/kohsuke/args4j/OptionDef;Lorg/kohsuke/args4j/spi/Setter;)V,0.06334554,0.01306965,1.00000000,93.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:setVisibility(Lcom/google/javascript/rhino/JSDocInfo$Visibility;)V,0.06323305,0.50418535,1.00000000,3622.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo$LazilyInitializedInfo:<init>()V,0.06296216,0.35336480,1.00000000,2539.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/ClosureCodingConvention:<init>()V,0.10653870,0.89039510,1.00000000,6381.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/JSModule:add(Lcom/google/javascript/jscomp/SourceFile;)V,0.07875688,0.77488024,1.00000000,5553.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:setOnlyClosureDependencies(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo$LazilyInitializedInfo:<init>(Lcom/google/javascript/rhino/JSDocInfo$1;)V,0.06719736,0.35349449,1.00000000,2539.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodeConsumer:addIdentifier(Ljava/lang/String;)V,0.06947143,0.48070630,1.00000000,3445.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/PrepareAst:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.07302049,0.87249623,1.00000000,6256.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:access$700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List;,0.07300104,0.01292779,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/JsDocTokenStream:getCharno()I,0.10827043,0.50373102,1.00000000,3613.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/SourceFile:builder()Lcom/google/javascript/jscomp/SourceFile$Builder;,0.06747766,0.88356691,1.00000000,6337.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$49:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/PrepareAst$PrepareAnnotations:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.06767366,0.87207422,1.00000000,6256.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CompilerOptions:setTweakProcessing(Lcom/google/javascript/jscomp/CompilerOptions$TweakProcessing;)V,0.07300104,0.01292779,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:getReturnType()Lcom/google/javascript/rhino/JSTypeExpression;,0.06826231,0.31403527,1.00000000,2255.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$39:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$19:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.11827335,0.05457227,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Z)V,0.07685292,0.87081411,1.00000000,6241.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:isName()Z,0.09707321,0.84524251,1.00000000,6037.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$RunTimeStats:<init>(Lcom/google/javascript/jscomp/AbstractCommandLineRunner;)V,0.06299669,0.01306965,1.00000000,93.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$700(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Z,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$2800(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:getErrorCount()I,0.06803649,0.85763324,1.00000000,6153.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$87:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$48:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$4200(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Lcom/google/javascript/jscomp/WarningLevel;,0.06600137,0.01292776,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DefaultPassConfig$45:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V,0.14671370,0.05487887,1.00000000,389.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:addMarker()Lcom/google/javascript/rhino/JSDocInfo$Marker;,0.06772760,0.50200118,1.00000000,3605.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:setLanguageIn(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler$5:<init>(Lcom/google/javascript/jscomp/Compiler;)V,0.06354293,0.01742033,1.00000000,124.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:getSourceName()Ljava/lang/String;,0.06933091,0.40101487,1.00000000,2879.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:access$1200(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/CodingConvention;,0.07300104,0.01278672,1.00000000,91.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/JSDocInfo:getExtendedInterfacesCount()I,0.06486844,0.34717975,1.00000000,2495.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CommandLineRunner$Flags:access$3300(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:createDefineOrTweakReplacements(Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;Z)V,0.07300104,0.01292816,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:setSummaryDetailLevel(I)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;,0.08222925,0.01292782,1.00000000,92.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:setIsSyntheticBlock(Z)V,0.07963459,0.88786288,1.00000000,6367.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node:getParent()Lcom/google/javascript/rhino/Node;,0.09269485,0.87562140,1.00000000,6239.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner:run()V,0.08201859,0.01265954,1.00000000,90.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node$ObjectPropListItem:toString()Ljava/lang/String;,0.05854597,0.00544567,1.00000000,39.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:<init>(Ljava/io/PrintStream;)V,0.10008969,0.89145225,1.00000000,6379.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig:access$3000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z,0.07299160,0.01265016,1.00000000,90.00000000,1.00000000,7450.00000000
com/google/javascript/rhino/Node$IntPropListItem:<init>(IILcom/google/javascript/rhino/Node$PropListItem;)V,0.07224149,0.98656689,1.00000000,7072.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/DependencyOptions:<init>()V,0.07788018,0.88772766,1.00000000,6369.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/NodeTraversal:traverseBranch(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.14465444,0.88463494,1.00000000,6288.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/Compiler:toSource(Lcom/google/javascript/rhino/Node;)Ljava/lang/String;,0.06998904,0.48344811,1.00000000,3465.00000000,1.00000000,7450.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineLengthThreshold(I)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.06525106,0.50098873,1.00000000,3592.00000000,1.00000000,7450.00000000
