,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.25183986,0.87396048,1.00000000,6221.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.37791001,0.24234857,1.00000000,1710.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.19128080,0.87690022,1.00000000,6245.00000000,1.00000000,7397.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.30873483,0.50683311,1.00000000,3603.00000000,1.00000000,7397.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.30633449,0.53685778,1.00000000,3813.00000000,1.00000000,7397.00000000
com/google/javascript/rhino/JSDocInfo:setNoSideEffects(Z)V,0.21320910,0.07064373,1.00000000,501.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.22551311,0.88335913,1.00000000,6288.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/CompilerInput:<init>(Lcom/google/javascript/jscomp/JSSourceFile;)V,0.21010959,0.86987655,1.00000000,6193.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.20668451,0.87193094,1.00000000,6209.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.30256252,0.88767481,1.00000000,6316.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/RhinoErrorReporter:forNewRhino(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/head/ErrorReporter;,0.21326786,0.88934448,1.00000000,6331.00000000,1.00000000,7397.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.21425749,0.94457304,1.00000000,6726.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/Tracer$ThreadTrace:isInitialized()Z,0.21124114,0.53811705,1.00000000,3827.00000000,1.00000000,7397.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.21278310,0.50979271,1.00000000,3634.00000000,1.00000000,7397.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.23875827,0.61478060,1.00000000,4378.00000000,1.00000000,7397.00000000
