,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.04824114,0.87414289,1.00000000,6264.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/CodingConventions$DefaultCodingConvention:checkForCallingConventionDefiningCalls(Lcom/google/javascript/rhino/Node;Ljava/util/Map;)V,0.04546920,0.12942880,1.00000000,929.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/SourceFile:isExtern()Z,0.05003665,0.39465780,1.00000000,2833.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.08286330,0.24315340,1.00000000,1727.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/FunctionType:setImplementedInterfaces(Ljava/util/List;)V,0.04677585,0.32809276,1.00000000,2355.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypeValidator:mismatch(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/JSType;)V,0.06861403,0.08820514,1.00000000,633.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:attachLiteralTypes(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.15993088,0.35542864,1.00000000,2540.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/JSDocInfo:getFlag(I)Z,0.06997700,0.50823106,1.00000000,3637.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/FunctionTypeBuilder$AstFunctionContents:mayBeFromExterns()Z,0.05234370,0.33905527,1.00000000,2435.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.04735764,0.88375560,1.00000000,6333.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.04228277,0.87699805,1.00000000,6288.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/LinkedFlowScope$FlowScopeJoinOp:<init>()V,0.04598335,0.35450702,1.00000000,2546.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypedScopeCreator$AbstractScopeBuilder:<init>(Lcom/google/javascript/jscomp/TypedScopeCreator;Lcom/google/javascript/jscomp/Scope;Lcom/google/javascript/jscomp/TypedScopeCreator$1;)V,0.04631915,0.35379111,1.00000000,2540.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/FunctionType:isInstanceType()Z,0.12727967,0.26451631,1.00000000,1895.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.04508685,0.87212032,1.00000000,6252.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.08552541,0.88776741,1.00000000,6359.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.04888842,0.91347151,1.00000000,6548.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/SimpleSlot:getName()Ljava/lang/String;,0.04601669,0.15391256,1.00000000,1103.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/JSDocInfo:getParameterNames()Ljava/util/Set;,0.05494158,0.32542085,1.00000000,2338.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/NodeUtil:isAssignmentOp(Lcom/google/javascript/rhino/Node;)Z,0.07527112,0.42396571,1.00000000,3032.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.05754561,0.46900712,1.00000000,3361.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/Scope:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.04403835,0.35397068,1.00000000,2543.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.04488590,0.94489596,1.00000000,6773.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/Node:isSyntheticBlock()Z,0.05162742,0.42017912,1.00000000,3014.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/CodingConventions$Proxy:getAssertionFunctions()Ljava/util/Collection;,0.04946931,0.31702821,1.00000000,2276.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:setTemplateTypeName(Ljava/lang/String;)V,0.04584150,0.32553508,1.00000000,2338.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSType:isEnumType()Z,0.06671046,0.31740726,1.00000000,2278.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/JSDocInfoBuilder:<init>(Z)V,0.04477800,0.51113624,1.00000000,3668.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.07119648,0.61598318,1.00000000,4416.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node;,0.04445279,0.19953656,1.00000000,1427.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.04699133,0.87629902,1.00000000,6278.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/ChainableReverseAbstractInterpreter:<init>(Lcom/google/javascript/jscomp/CodingConvention;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.04617017,0.36022828,1.00000000,2586.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/ObjectType$Property:setNode(Lcom/google/javascript/rhino/Node;)V,0.06142922,0.30925515,1.00000000,2222.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:lookAheadForTypeAnnotation()Z,0.05003836,0.35775440,1.00000000,2566.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypeInferencePass$TypeInferringCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z,0.05548564,0.34247571,1.00000000,2459.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypedScopeCreator$LocalScopeBuilder:handleFunctionInputs(Lcom/google/javascript/rhino/Node;)V,0.17883658,0.34476899,1.00000000,2465.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/parsing/JsDocInfoParser:parseTypeName(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node;,0.06837307,0.38559495,1.00000000,2759.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypeValidator:setShouldReport(Z)V,0.04572425,0.32417629,1.00000000,2329.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/LinkedFlowScope:<init>(Lcom/google/javascript/jscomp/LinkedFlowScope$FlatFlowScopeCache;)V,0.04889804,0.36166537,1.00000000,2596.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/Scope$Var:setType(Lcom/google/javascript/rhino/jstype/JSType;)V,0.07778292,0.11611971,1.00000000,832.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/Scope:getVars()Ljava/util/Iterator;,0.04593992,0.46263928,1.00000000,3320.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/Node:isScript()Z,0.08711443,0.88046149,1.00000000,6300.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/InferJSDocInfo:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.31185759,0.33148437,1.00000000,2346.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.06294067,0.87748113,1.00000000,6284.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSType:isVoidType()Z,0.06640883,0.03165248,1.00000000,226.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/ChainableReverseAbstractInterpreter$1:<init>(Lcom/google/javascript/jscomp/ChainableReverseAbstractInterpreter;)V,0.04236497,0.35995642,1.00000000,2586.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.05160485,0.91380721,1.00000000,6548.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/FunctionType:setSource(Lcom/google/javascript/rhino/Node;)V,0.06189937,0.26225249,1.00000000,1878.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,1.00000000,0.95637102,1.00000000,6741.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.04321666,0.91313362,1.00000000,6548.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:getType(Lcom/google/javascript/rhino/jstype/StaticScope;Ljava/lang/String;Ljava/lang/String;II)Lcom/google/javascript/rhino/jstype/JSType;,0.06771524,0.33840683,1.00000000,2430.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypedScopeCreator$GlobalScopeBuilder:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.16902412,0.35527824,1.00000000,2540.00000000,1.00000000,7445.00000000
com/google/javascript/rhino/JSDocInfo:setReturnType(Lcom/google/javascript/rhino/JSTypeExpression;)V,0.04472582,0.31189764,1.00000000,2239.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/TypeCheck:visitBinaryOperator(ILcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)V,0.18776956,0.01522298,1.00000000,95.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/CodingConvention$AssertionFunctionSpec:<init>(Ljava/lang/String;)V,0.04454196,0.34606546,1.00000000,2485.00000000,1.00000000,7445.00000000
com/google/javascript/jscomp/DataFlowAnalysis$BranchedForwardDataFlowAnalysis:joinInputs(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V,0.05942453,0.35467309,1.00000000,2541.00000000,1.00000000,7445.00000000
