,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.13638938,0.87224449,1.00000000,6427.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V,1.00000000,0.52194310,1.00000000,3747.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/BasicErrorManager:getErrorCount()I,0.11149825,0.87547941,1.00000000,6455.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.15383550,0.53879862,1.00000000,3961.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.12859517,0.88185913,1.00000000,6498.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.11622945,0.49081356,1.00000000,3616.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.11622945,0.50044236,1.00000000,3687.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CheckLevel:isOn()Z,0.12864369,0.88553345,1.00000000,6522.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.14043467,0.91595866,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V,0.12824058,0.50658438,1.00000000,3728.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.12139268,0.94234050,1.00000000,6946.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CollapseVariableDeclarations$GatherCollapses:<init>(Lcom/google/javascript/jscomp/CollapseVariableDeclarations;)V,0.11873294,0.01495711,1.00000000,107.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/FunctionParamBuilder:hasOptionalOrVarArgs()Z,0.12908434,0.91622328,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V,0.20254659,0.44822173,1.00000000,3293.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z,0.15387068,0.61765952,1.00000000,4553.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/parsing/IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node;,0.13452299,0.88962146,1.00000000,6555.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V,0.12946712,0.87434749,1.00000000,6441.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/JSDocInfo:<init>()V,0.12535800,0.00408993,1.00000000,29.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/Tracer:stop()J,0.12121337,0.53989980,1.00000000,3974.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/Node:isScript()Z,0.26165389,0.87878553,1.00000000,6463.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/NodeTraversal:popScope()V,0.13341684,0.87547278,1.00000000,6447.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:resetForTypeCheck()V,0.14925956,0.91634395,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z,0.22612339,0.92003490,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/Node:getFirstChild()Lcom/google/javascript/rhino/Node;,0.53132144,0.95894413,1.00000000,6923.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.11164177,0.91557021,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CollapseVariableDeclarations:applyCollapses()V,0.33687657,0.00607410,1.00000000,18.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/PrepareAst$PrepareAnnotations:<init>()V,0.11222186,0.86985257,1.00000000,6415.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.11195952,0.88501299,1.00000000,6525.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/Node:setVarArgs(Z)V,0.12374000,0.91651470,1.00000000,6754.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.14393874,0.91595914,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/NodeUtil:opToStr(I)Ljava/lang/String;,0.16770762,0.51011500,1.00000000,3757.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1300(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/head/ast/AstNode;)V,0.14049022,0.83095127,1.00000000,6120.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/parsing/IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I,0.14049022,0.81055212,1.00000000,5973.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType;,0.19093668,0.91923543,1.00000000,6753.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.11322978,0.87148025,1.00000000,6427.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V,0.13120694,0.88723003,1.00000000,6539.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V,0.13702556,0.88123950,1.00000000,6492.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/AstValidator$1:<init>(Lcom/google/javascript/jscomp/AstValidator;)V,0.11092807,0.50531526,1.00000000,3722.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/AstValidator:validateNumber(Lcom/google/javascript/rhino/Node;)V,0.16529769,0.25586781,1.00000000,1879.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/FunctionType:hasInstanceType()Z,0.13443702,0.91650666,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/Node$StringNode:getString()Ljava/lang/String;,0.31632905,0.90241572,1.00000000,6582.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.14207717,0.91595914,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V,0.20280964,0.91788943,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V,0.21122426,0.47058143,1.00000000,3458.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V,0.14207717,0.91595914,1.00000000,6752.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/CodePrinter$Builder:build()Ljava/lang/String;,0.12404006,0.50881374,1.00000000,3747.00000000,1.00000000,7645.00000000
com/google/javascript/jscomp/Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput;,0.11994562,0.86752729,1.00000000,6394.00000000,1.00000000,7645.00000000
com/google/javascript/rhino/jstype/InstanceObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType;,0.19524941,0.91927407,1.00000000,6753.00000000,1.00000000,7645.00000000
