,failing_score,passing_score,#failing,#passing,#TTLfailing,#TTLpassing
com/google/javascript/jscomp/JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node;,0.02810364,0.87222203,1.00000000,6383.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/parsing/IRFactory$TransformDispatcher:processObjectLiteral(Lcom/google/javascript/rhino/head/ast/ObjectLiteral;)Lcom/google/javascript/rhino/Node;,0.06258151,0.24583971,1.00000000,1780.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/MakeDeclaredNamesUnique$ContextualRenameInverter:handleScopeVar(Lcom/google/javascript/jscomp/Scope$Var;)V,0.05080433,0.00736941,1.00000000,49.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/PhaseOptimizer:access$1000(Lcom/google/javascript/jscomp/PhaseOptimizer;)Z,0.04487042,0.02110310,1.00000000,153.00000000,1.00000000,7594.00000000
com/google/javascript/rhino/Node:isNoSideEffectsCall()Z,0.03292784,0.11185928,1.00000000,817.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/RenameVars:getLocalVarIndex(Lcom/google/javascript/jscomp/Scope$Var;)I,0.02598647,0.01076931,1.00000000,77.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/PeepholeReplaceKnownMethods:tryFoldKnownNumericMethods(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.14597499,0.00771994,1.00000000,40.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/parsing/IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node;,0.02487895,0.88190387,1.00000000,6454.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder;,0.02301375,0.49186105,1.00000000,3599.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/ReferenceCollectingCallback$ReferenceCollection:isWellDefined()Z,0.03613254,0.02772742,1.00000000,202.00000000,1.00000000,7594.00000000
com/google/javascript/rhino/jstype/JSTypeRegistry:createArrowType(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/ArrowType;,0.02510930,0.91542414,1.00000000,6702.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/ReferenceCollectingCallback:isBlockBoundary(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z,0.10363689,0.05335187,1.00000000,383.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/graph/LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object;,0.05822638,0.47173167,1.00000000,3452.00000000,1.00000000,7594.00000000
com/google/javascript/rhino/Node:createProp(ILjava/lang/Object;Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem;,0.02414911,0.94198422,1.00000000,6896.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/CollapseVariableDeclarations$GatherCollapses:<init>(Lcom/google/javascript/jscomp/CollapseVariableDeclarations;)V,0.02480905,0.01436841,1.00000000,102.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax$1:apply(Lcom/google/javascript/rhino/Node;)Z,0.03340325,0.00298429,1.00000000,19.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/CheckUnreachableCode:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V,0.04950295,0.02114887,1.00000000,151.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/RemoveUnusedVars:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/SimpleDefinitionFinder;)V,0.03007397,0.02582711,1.00000000,188.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/MakeDeclaredNamesUnique:<init>()V,0.03097452,0.23981860,1.00000000,1754.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/PhaseOptimizer$LoopInternal:<init>(Lcom/google/javascript/jscomp/PhaseOptimizer;)V,0.02356968,0.05253141,1.00000000,382.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax:tryFoldLiteralConstructor(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node;,0.19650381,0.02043263,1.00000000,131.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/Compiler$3:<init>(Lcom/google/javascript/jscomp/Compiler;ZLjava/util/concurrent/Callable;[Ljava/lang/Throwable;)V,0.02267283,0.05291219,1.00000000,385.00000000,1.00000000,7594.00000000
com/google/javascript/rhino/jstype/VoidType:getDisplayName()Ljava/lang/String;,0.02263800,0.91503515,1.00000000,6702.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/CollapseVariableDeclarations:applyCollapses()V,0.16578055,0.00596371,1.00000000,17.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/NodeUtil:containsType(Lcom/google/javascript/rhino/Node;ILcom/google/common/base/Predicate;)Z,0.04410651,0.12241259,1.00000000,893.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/ScopedAliases$Traversal:getAliasDefinitionsInOrder()Ljava/util/Collection;,0.02631309,0.02956133,1.00000000,215.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/DiagnosticGroups:<init>()V,0.02265831,0.88507371,1.00000000,6481.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/CompilerOptions:setInlineVariables(Lcom/google/javascript/jscomp/CompilerOptions$Reach;)V,0.02286001,0.02204301,1.00000000,160.00000000,1.00000000,7594.00000000
com/google/javascript/rhino/jstype/FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V,0.02536372,0.91542462,1.00000000,6702.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/ConstCheck:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V,0.02478745,0.03559077,1.00000000,257.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/ScopedAliases$Traversal:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V,0.05266610,0.03196616,1.00000000,222.00000000,1.00000000,7594.00000000
com/google/javascript/jscomp/Compiler:acceptConstKeyword()Z,0.02279760,0.87145658,1.00000000,6383.00000000,1.00000000,7594.00000000
